week,region,bing_spend,google_non_brand_spend,google-search-brand_spend,fb-ig_spend,twitter_spend,youtube_spend,tiktok_spend,amg_spend,SB_spend,SD_spend,SPA_spend,SPA_brand_spend,SB_brand_spend,SD_brand_spend,bing_impression,google_non_brand_impression,google-search-brand_impression,fb-ig_impression,twitter_impression,youtube_impression,tiktok_impression,amg_impression,SB_impression,SD_impression,SPA_impression,SPA_brand_impression,SB_brand_impression,SD_brand_impression,total_rev,dtc_rev,amz_rev
2024/8/4,Other,0,3305,1774,2885,0,71,15954,25544,2758,3,101616,54120,10200,0,0,119963,24423,881872,0,84862,3305471,12982065,791770,4874,24343337,24392986,1421817,0,243968.72,59381.19,184587.53
2024/8/4,NEU,0,0,0,0,0,0,0,0,5,0,471,361,25,0,0,0,0,0,0,0,0,0,130,0,110375,114712,2321,0,202762.54,0,0
2024/8/4,UK_IE,199,20739,29626,6423,0,0,0,17926,8248,174,44191,28921,3658,0,89460,2153634,127536,909521,0,0,0,3821917,1038771,19909,7261411,6217215,286558,0,3692830.02,437296.16,3255533.86
2024/8/4,LATAM,0,0,0,0,0,0,0,0,148,0,3564,1118,208,0,0,0,0,0,0,0,0,0,41837,0,2180133,503436,165337,0,233240.57,0,0
2024/8/4,MEA,0,0,0,0,0,0,0,0,3845,1884,24901,8615,1578,0,0,0,0,0,0,0,0,0,227375,3607636,26871199,3425212,1220198,0,1053702.63,0,0
2024/8/4,GLOBAL_PPS-EU,2819,125534,10217,129690,0,0,0,0,3792,0,6660,7548,1225,0,374342,11405027,39678,11661812,0,0,0,0,523583,0,527123,859409,364238,0,2206682.26,970435.12,1236247.14
2024/8/4,US_Eufy,1224,28765,50141,32212,0,0,3512,8611,31504,7904,83632,65002,20758,0,322670,3151295,216140,2420625,0,0,122161,550975,1910270,1216517,5580147,8498114,940627,0,6212529.38,879918.51,5332610.87
2024/8/4,Spark,0,2311,1716,0,0,0,0,5588,6434,0,43965,20685,2465,0,0,289421,15351,0,0,0,0,1373618,722944,0,7083047,4678982,1165875,0,1168352.99,60192.73,1108160.26
2024/8/4,GLOBAL_PPS-US,2397,64325,1145,74448,0,0,0,59556,6754,1477,27930,17007,5316,264,859043,5151450,19807,5354328,0,0,0,7251600,661016,368342,1369457,2038501,257962,42546,2899800.04,645442.21,2254357.83
2024/8/11,GLOBAL_PPS-EU,2224,255841,23247,116952,0,9244,0,0,4220,0,9103,9347,1801,0,914537,25619239,68132,18760269,0,960048,0,0,511395,0,638914,930158,471228,0,3781827.12,1729350.17,2052476.95
2024/8/11,GLOBAL_PPS-Other,0,12783,815,12085,0,0,0,229,62,0,15585,4976,71,0,0,1218920,3542,1390420,0,0,0,88396,27852,0,1562569,1130880,44609,0,0,84981.32,-84981.32
2024/8/11,LATAM,0,0,0,0,0,0,0,0,139,0,3620,1174,242,0,0,0,0,0,0,0,0,0,47293,0,1689746,660851,161482,0,267856.51,0,0
2024/8/11,Spark,0,3477,2492,4364,0,0,0,12653,7083,30,47789,23526,2368,0,0,705158,20945,1202780,0,0,0,2703983,865654,14692,7388218,5359510,1134924,0,1108620.48,60325.74,1048294.74
2024/8/11,CA,0,5678,8247,159,0,0,0,0,619,116,18732,14795,1701,58,0,1305991,43623,23308,0,0,0,0,97290,50223,2592509,2806832,535944,43116,1901339.2,133397.75,1767941.45
2024/8/11,US_Eufy,1744,40683,50688,52910,0,0,7508,4689,25875,7950,85224,66071,22264,9,499415,4257178,209556,3950397,0,0,261909,504727,1649772,1273442,6113410,9655882,952808,134,6837226.3,985967.16,5851259.14
2024/8/11,UK_IE,339,35006,31036,10142,0,0,0,23129,8187,298,51156,28536,3025,0,101127,3290775,127239,1427176,0,0,0,3987755,1006236,113049,6821101,5889152,304729,0,3661088.35,448993.77,3212094.58
2024/8/11,NEU,0,0,0,0,0,0,0,0,7,0,529,466,125,0,0,0,0,0,0,0,0,0,267,0,137252,223994,2806,0,286173.42,0,0
2024/8/11,US_Soundcore,0,4192,2268,63789,0,0,0,0,23397,2326,114007,42321,7981,2861,0,760033,17940,4619900,0,0,0,0,1947736,409735,13788801,8545444,498615,326160,4459311.56,68303.61,4391007.95
2024/8/11,ANZ,0,415,907,0,0,0,0,0,2380,1113,3805,1743,212,0,0,528017,8990,0,0,0,0,0,56279,448572,280086,251805,5137,0,376481.22,125201.8,251279.42
2024/8/11,MEA,0,0,0,0,0,0,0,0,3383,2359,20993,8622,1476,0,0,0,0,0,0,0,0,0,211257,4974483,13785057,3124294,967307,0,939099.84,0,0
2024/8/11,DBNX,437,27165,26130,30579,0,0,0,65325,16329,3848,85924,60413,6926,201,159577,7319957,189175,2996631,0,0,0,9208921,1684357,2188400,15485771,13558782,771594,51506,4725730.3,704763.76,4020966.54
2024/8/11,US_Anker,61,29286,11567,42069,4286,9667,1859,45253,25286,4921,181398,112133,23257,1171,2655,4229650,87778,4878495,3336283,1112428,63706,4647118,2427260,655845,14859543,22739727,1265189,134062,11340696,377806.06,10962889.94
2024/8/11,GLOBAL_PPS-US,3358,119727,2783,129236,0,0,1646,53641,4028,1034,28036,17783,5895,386,1571186,8577629,22872,9123593,0,0,587110,7713207,513537,186540,1504360,1864958,281261,58419,4079235.37,1292479.41,2786755.96
2024/8/11,Other,0,3834,1251,6578,0,70,7138,24293,2797,4,96086,54277,11778,0,0,171876,19657,2026313,0,62081,2731268,13695940,875204,4159,23799140,25480928,1738994,0,96628.53,69087.42,27541.11
2024/8/18,Spark,0,677,2854,5027,0,0,0,15560,8091,20,52787,24557,2299,0,0,232565,19471,1194015,0,0,0,3810379,1088893,21598,8876641,5670253,1108796,0,1395023.84,55470.64,1339553.2
2024/8/18,GLOBAL_PPS-Other,0,11801,686,7966,0,0,0,574,191,0,24170,5454,109,0,0,2639782,3125,867806,0,0,0,362218,75189,0,3298979,1047159,30038,0,0,77427.5,-77427.5
2024/8/18,ANZ,0,405,730,0,0,0,0,0,1893,1287,3622,1914,211,0,0,487175,9376,0,0,0,0,0,65079,391417,283073,280135,5198,0,387958.3,120459.03,267499.27
2024/8/18,UK_IE,709,38622,36448,15147,0,0,0,28460,8519,678,53768,32046,3448,0,148837,4184785,152357,2523213,0,0,0,4640526,1136413,317135,7513636,6451773,324498,0,4004641.93,499293.39,3505348.54
2024/8/18,GLOBAL_PPS-EU,908,231872,18432,95684,0,41449,0,0,3370,85,11671,7548,1309,0,276161,17087778,48054,12850043,0,13884060,0,0,595457,11250,1191918,896926,375552,0,4549670.09,2094360.7,2455309.39
2024/8/18,DBNX,670,37587,27819,30039,0,0,0,44735,15165,3992,73688,51859,5747,316,191898,6104251,194781,2511567,0,0,0,6113472,1750965,3176537,12195972,10664517,721593,163609,4915102.65,735600.95,4179501.7
2024/8/18,GLOBAL_PPS-US,5033,107140,1732,126649,0,7063,21987,73068,3583,470,36106,19962,5719,621,921536,7968101,23731,9191935,0,1147320,2198169,7384141,486258,204225,1834336,1780628,315792,68534,4582210.56,1462199.27,3120011.29
2024/8/18,US_Eufy,1804,47083,49214,91369,0,0,7580,7474,26282,6366,89035,62095,21038,0,591948,4488613,191746,6664763,0,0,273569,713936,1465205,1056245,7072673,8688523,859514,42,6969397.98,1071513.8,5897884.18
2024/8/18,MEA,0,0,0,0,0,0,0,0,3647,1625,20254,8765,1541,0,0,0,0,0,0,0,0,0,197803,5217535,9522977,2735036,835003,0,923971.44,0,0
2024/8/18,NEU,0,0,0,0,0,0,0,0,71,0,784,1044,154,0,0,0,0,0,0,0,0,0,8840,0,185404,595420,5797,0,397290.53,0,0
2024/8/18,US_Anker,129,37635,12047,49828,5622,8932,12668,48305,22581,4647,177176,105464,24527,1192,5978,4874922,96377,5445205,3180641,2745684,766329,4640938,2364213,661316,16512496,21421665,1185603,138937,10698580.22,346389.51,10352190.71
2024/8/18,LATAM,0,0,0,0,0,0,0,0,140,0,4291,1423,277,0,0,0,0,0,0,0,0,0,37815,0,1548943,602962,159495,0,1019674.53,0,0
2024/8/18,Other,0,3640,1216,3393,0,68,4353,25730,2788,341,88865,54919,10447,0,0,163855,19602,819114,0,41824,906617,14546320,1093517,641382,20377597,22153152,1921202,0,131849.55,75939.03,55910.52
2024/8/18,CA,0,6074,8150,0,0,0,0,0,872,106,18050,14681,1434,115,0,844795,40838,0,0,0,0,0,94975,46923,2367802,2800270,515668,83684,1846419.92,144765.65,1701654.27
2024/8/18,US_Soundcore,0,3645,2969,41621,0,0,0,0,22329,2022,107508,38874,6471,2371,0,463303,20999,1928591,0,0,0,0,2107554,382991,11896278,7124989,506969,363374,3988360.69,46365.61,3941995.08
2024/8/25,CA,0,4948,9920,0,0,0,0,0,896,131,20288,14849,1398,137,0,588485,47817,0,0,0,0,0,96515,59996,2158083,2644726,459797,92108,1878948.22,150597.06,1728351.16
2024/8/25,LATAM,0,0,0,0,0,0,0,0,55,0,4956,1564,267,0,0,0,0,0,0,0,0,0,24233,0,2170415,904569,168834,0,292561.81,0,0
2024/8/25,US_Eufy,2580,51541,58833,106442,0,0,9436,12405,28394,9193,107257,65941,20130,22,787506,4281083,247099,8306971,0,0,313560,979576,1592972,1128879,7937172,8641774,938034,954,7655844.15,1181683.95,6474160.2
2024/8/25,GLOBAL_PPS-US,2658,53297,3232,129084,0,9110,11105,81381,5054,278,44193,40082,8231,2038,738350,3762100,14838,11943567,0,861475,898685,8552501,610440,251639,2306203,3026883,447614,165735,4465486.12,1126140.85,3339345.27
2024/8/25,NEU,0,0,0,0,0,0,0,0,70,0,919,1064,124,0,0,0,0,0,0,0,0,0,11669,0,256043,557513,6209,0,377523.08,0,0
2024/8/25,UK_IE,685,33144,30209,24335,0,0,0,40255,7964,693,62142,33937,3340,0,119620,3454246,125818,4467427,0,0,0,6116232,1072607,303127,7252465,6985276,295468,0,4313377.02,487463.61,3825913.41
2024/8/25,DBNX,845,24379,32486,26718,0,0,0,24765,15953,4426,83402,58071,6502,92,205724,2852000,232109,2737418,0,0,0,4347973,1611527,3196082,12020072,12131834,785559,39345,4974995.36,634281.54,4340713.82
2024/8/25,US_Anker,251,32807,17755,59011,6061,18960,3674,53259,21995,4676,202455,107812,26435,1792,6179,5149561,139201,6237985,3248621,6992699,112283,7360067,2352228,633693,17281733,20208547,1205370,181417,10457533.45,319773.03,10137760.42
2024/8/25,GLOBAL_PPS-EU,810,84986,10135,80075,0,12155,0,0,4179,233,10937,8015,1500,0,197959,4120033,32566,13767799,0,973368,0,0,665576,31649,871275,750518,417803,0,2349265.75,988602.27,1360663.48
2024/8/25,GLOBAL_PPS-Other,0,4767,634,6278,0,0,0,377,592,0,81852,22957,541,0,0,416787,2784,869669,0,0,0,244418,138971,0,9931997,4078953,36720,0,0,78046.21,-78046.21
2024/8/25,Other,0,3646,1150,3064,0,65,3397,29945,4691,2343,113514,83456,9251,0,0,152879,20019,793944,0,30772,5267784,17521196,1302670,2340437,22604952,29376696,2353302,0,181915.05,82468.71,99446.34
2024/8/25,Spark,0,653,2728,0,0,0,0,18918,5838,60,38793,22187,2068,0,0,205596,18600,0,0,0,0,5149093,815686,20825,6228362,5161962,1157521,0,1405713.79,53423.12,1352290.67
2024/8/25,ANZ,0,378,532,0,0,0,0,0,1743,1337,3855,1971,208,0,0,475168,8630,0,0,0,0,0,59755,446399,286514,343217,4886,0,385578.75,103009.13,282569.62
2024/8/25,MEA,0,0,0,0,0,0,0,0,3757,1073,18139,8885,1623,0,0,0,0,0,0,0,0,0,218647,3028348,6720134,2193426,793719,0,1062543.95,0,0
2024/8/25,US_Soundcore,0,4290,3072,29672,0,0,0,0,23810,2253,104419,44688,7154,3562,0,414452,19833,1038604,0,0,0,0,2235756,352578,11720374,8637263,593259,446057,4909140.99,130478.64,4778662.35
2024/9/1,DBNX,493,32174,29151,54268,0,5475,0,21872,15847,1946,74240,48644,6484,33,129008,3209015,196419,4674646,0,1711786,0,4745569,1524583,1648479,11007999,9228102,866249,13801,5076946.46,726955.4,4349991.06
2024/9/1,MEA,0,0,0,0,0,0,0,0,3629,1131,16808,8586,1536,0,0,0,0,0,0,0,0,0,198393,3864162,5314184,2114779,570431,0,946225.75,0,0
2024/9/1,GLOBAL_PPS-US,3421,82915,5847,150626,0,2692,2713,98616,5321,425,56662,42802,9499,2487,813106,5408696,25718,14488361,0,222737,116151,11236863,582049,354830,4585954,5092642,527499,286859,5602534.46,1485517.51,4117016.95
2024/9/1,Spark,0,1019,3062,1530,0,0,0,13851,4584,5,29724,20918,2193,0,0,279701,17834,377293,0,0,0,3003276,739620,1319,5077685,5105958,1174362,0,1341657.31,59656.33,1282000.98
2024/9/1,Other,0,3885,1144,2123,0,74,4845,31163,5529,2285,96298,70797,9927,0,0,154573,20211,614741,0,42286,8122975,16719101,1171786,1780674,20126657,22395838,2127329,0,174894.68,85270.47,89624.21
2024/9/1,UK_IE,399,36299,26691,39195,0,0,0,42104,8627,724,53753,34565,4845,0,99050,3942117,120589,5473018,0,0,0,7710233,1024311,427962,6707543,6416953,320652,0,3945304.3,472199.19,3473105.11
2024/9/1,US_Anker,209,19224,16463,54431,7913,15375,3874,57231,23263,5384,217030,116698,26043,1806,3804,4828061,135517,7095093,3544930,4554185,141748,6165012,2164017,638178,18038843,18296820,1148920,267844,10387774.44,369101.64,10018672.8
2024/9/1,LATAM,0,0,0,0,0,0,0,0,53,0,4299,1383,312,0,0,0,0,0,0,0,0,0,21755,0,2378540,734656,193645,0,306159.18,0,0
2024/9/1,CA,0,4958,9842,0,0,0,0,0,842,321,18456,14356,1599,127,0,574029,42614,0,0,0,0,0,92531,143571,2229686,2604783,485475,84715,1878926.64,137208.6,1741718.04
2024/9/1,US_Eufy,2215,45906,44781,42452,0,0,5068,6970,25283,7677,91529,64839,15902,7,617641,4293557,220912,3801886,0,0,187299,277702,1606673,1123414,7793523,8426112,866100,967,7446301.48,1171949.55,6274351.93
2024/9/1,GLOBAL_PPS-Other,0,6312,1091,17748,0,0,0,0,447,0,27499,6142,416,0,0,378489,3083,1470688,0,0,0,0,113105,0,3343413,1100660,93806,0,0,92791.94,-92791.94
2024/9/1,GLOBAL_PPS-EU,1254,96201,8412,78275,0,8328,0,0,2916,219,11560,7065,1376,0,320216,5032133,32545,9032779,0,734701,0,0,649153,61765,1065208,796044,387584,0,2102235.33,889689.01,1212546.32
2024/9/1,NEU,0,0,0,0,0,0,0,0,67,0,688,831,124,0,0,0,0,0,0,0,0,0,8660,0,165491,460859,6446,0,330053.86,0,0
2024/9/1,ANZ,0,416,1230,0,0,0,0,0,1446,1075,3509,1819,213,0,0,486702,11915,0,0,0,0,0,36142,392799,228329,270275,6074,0,375361.54,127905.65,247455.89
2024/9/1,US_Soundcore,0,31660,7249,203731,0,523794,7086,12505,29671,3985,111664,47001,9517,4825,0,702073,36065,29523904,0,81600423,1051887,4481746,2381503,954198,12395792,7746414,591120,554483,4924446.84,117013.16,4807433.68
2024/9/8,Spark,0,675,2525,4400,0,0,0,19329,5046,0,28531,20991,1980,0,0,202335,16551,1063484,0,0,0,10743287,683434,66,4668824,4882695,1034862,0,1298668.18,49349.22,1249318.96
2024/9/8,GLOBAL_PPS-Other,0,3475,635,11226,0,0,0,0,135,0,18735,2962,494,0,0,243254,3053,1029225,0,0,0,0,45095,0,1886573,487776,88905,0,0,36847.95,-36847.95
2024/9/8,ANZ,0,474,905,0,0,0,0,0,2249,1554,4614,2451,323,0,0,552165,9033,0,0,0,0,0,49834,421576,276713,388709,8187,0,430476.38,130334.82,300141.56
2024/9/8,LATAM,0,0,0,0,0,0,0,0,55,0,3946,1531,325,0,0,0,0,0,0,0,0,0,17176,0,1960174,767791,142871,0,407144.51,0,0
2024/9/8,Other,0,3119,1265,1830,0,73,6243,30886,2401,1966,88403,57933,9293,0,0,118606,21709,683639,0,40921,11796289,16951795,602088,1432875,17466554,19671582,1630172,0,177528.26,72296.8,105231.46
2024/9/8,US_Anker,490,17678,21355,65129,9560,52474,4796,85979,29021,5505,242140,144431,31526,1702,6465,4625553,165195,7041836,4703653,17772529,180390,9562863,2390915,683020,21480797,24520796,1611409,145705,11613785.88,409242.61,11204543.27
2024/9/8,GLOBAL_PPS-US,3122,50620,3410,98977,0,0,736,75099,3280,217,37313,24496,6874,1401,662268,3303230,15478,10324329,0,0,25588,7524075,429245,205767,2260281,2647873,346857,148014,2866941.87,692460.23,2174481.64
2024/9/8,NEU,0,0,0,1382,0,897,0,0,82,0,497,420,110,0,0,0,0,392064,0,377780,0,0,8950,0,121263,136390,5416,0,246581.99,0,0
2024/9/8,CA,0,4676,7901,0,0,0,0,0,628,446,21028,12987,1452,88,0,571984,35353,0,0,0,0,0,75909,219262,2678954,2290618,516349,62950,2002183.28,144191.34,1857991.94
2024/9/8,UK_IE,244,50517,19561,61652,0,0,0,76425,8954,647,37098,29969,5057,0,80037,4792969,101053,7657666,0,0,0,14289058,815957,325902,6251891,6279368,408311,0,3912253.86,444840.65,3467413.21
2024/9/8,DBNX,224,37346,23710,83660,0,20973,0,29134,13669,1503,78204,54243,7091,34,84884,3139304,186261,5328813,0,4870302,0,16612414,1259174,1123866,13105006,10022299,1026144,12257,5294176.64,747307.91,4546868.73
2024/9/8,MEA,0,0,0,0,0,0,0,0,3330,955,16069,8910,1277,0,0,0,0,0,0,0,0,0,187675,3167521,5619192,2169433,406018,0,892367.69,0,0
2024/9/8,GLOBAL_PPS-EU,721,98557,6825,82824,0,829,0,0,3035,308,9091,7444,1584,0,263012,4648970,26403,8952825,0,65659,0,0,566596,49575,868325,953401,440481,0,1775195.6,771373.87,1003821.73
2024/9/8,US_Eufy,1993,59353,40020,37753,0,0,1954,13498,25005,7297,89999,62591,14046,6,532697,4484198,155091,3767614,0,0,113641,571933,1524606,1254101,6621122,7531891,777178,1878,6811234.41,1015041.71,5796192.7
2024/9/8,US_Soundcore,0,70774,11788,130029,0,94194,7909,14608,32320,2781,110476,42562,8318,3960,0,1140173,48540,17709752,0,15330919,1098890,5490670,2351338,1009495,12316631,8421998,543066,584448,5010443.55,111686.4,4898757.15
2024/9/15,US_Soundcore,0,27168,6612,29302,0,1581,5365,13372,30590,1687,111473,40396,6941,3066,0,759329,29865,2781734,0,6723,604944,4089180,2291249,420437,12644652,7624831,447865,559051,4409308.22,136374.57,4272933.65
2024/9/15,NEU,0,0,0,407,0,153,0,0,64,0,431,392,96,0,0,0,0,90614,0,59540,0,0,7487,0,122250,121844,4113,0,199116.23,0,0
2024/9/15,UK_IE,122,44290,22203,79368,0,0,0,70540,9622,692,36684,29801,4619,0,57960,3682792,104499,14043574,0,0,0,11944447,756568,346687,6673740,6493054,377296,0,4060720.24,538454.91,3522265.33
2024/9/15,US_Anker,472,18345,22668,68526,14012,53847,52519,83013,31099,5438,262663,137161,30794,1911,7664,3649824,173048,6495588,5898593,28185020,5437041,11567131,2676914,690891,23310992,27372623,1618721,193368,12432356.11,423646.1,12008710.01
2024/9/15,Spark,0,787,2101,4948,0,0,0,25593,4978,0,32034,21559,2127,0,0,206319,15515,1356991,0,0,0,6947465,766680,154,5238404,5505838,1175401,0,1217653.01,56136.8,1161516.21
2024/9/15,MEA,0,0,0,0,0,0,0,0,3328,1190,16751,9376,1453,2,0,0,0,0,0,0,0,0,205184,4060418,8126366,2596586,330904,5549,879131.86,0,0
2024/9/15,LATAM,0,0,0,0,0,0,0,0,61,0,3844,1485,332,0,0,0,0,0,0,0,0,0,31587,0,1956218,658433,127387,0,327730.91,0,0
2024/9/15,GLOBAL_PPS-EU,729,130723,8304,110069,0,3345,0,0,3009,300,10842,8973,1609,0,196359,6086200,33444,12216113,0,367018,0,0,515943,57130,1112199,1526978,383456,0,3140528.2,1335346.08,1805182.12
2024/9/15,ANZ,0,426,581,0,0,0,0,0,2123,1661,5097,2599,293,13,0,446987,6016,0,0,0,0,0,48831,503442,293633,430455,8116,2310,451984.81,124713.24,327271.57
2024/9/15,GLOBAL_PPS-Other,0,4284,642,4492,0,0,0,0,2161,0,24399,4424,700,0,0,228369,3391,507256,0,0,0,0,251479,0,2992157,530962,103388,0,0,36302.14,-36302.14
2024/9/15,DBNX,61,38327,21488,60172,0,10863,0,32916,11121,1916,76570,53145,6533,36,42316,3197651,173064,4454869,0,3021835,0,15803000,1059508,1457921,11441629,9888090,832054,14351,4883341.14,721400.44,4161940.7
2024/9/15,GLOBAL_PPS-US,1858,50440,2476,110613,0,7353,722,54861,3437,115,46449,24005,6320,959,523267,3069616,12865,9355273,0,647276,22832,6298797,424913,132428,2645042,2931543,323944,109558,3609810.84,1064635.85,2545174.99
2024/9/15,CA,0,4541,8415,0,0,0,0,0,550,482,18990,12825,1466,101,0,643644,37823,0,0,0,0,0,70742,154004,2395970,2143926,502065,66924,1759000.05,147114.19,1611885.86
2024/9/15,Other,0,2979,1544,1716,0,71,5617,18972,3383,1809,94392,67632,10188,0,0,136064,23476,567399,0,37458,10392245,10150966,612127,1502856,18912365,23828953,1422414,0,216587.09,59793.02,156794.07
2024/9/15,US_Eufy,2100,54920,30577,37960,0,0,180,4868,23966,7583,95532,66170,13853,88,540968,4795272,152577,4991776,0,0,40295,1598399,1528727,1299539,7217439,7906315,766820,5176,6996516.23,1057245.92,5939270.31
2024/9/22,GLOBAL_PPS-EU,1006,82412,8124,64467,0,20729,0,2298,3463,261,15948,12665,2343,0,267012,4229300,45537,6465706,0,5242326,0,693173,542797,57625,2051008,1701301,344478,0,1849141.45,752441.74,1096699.71
2024/9/22,NEU,0,2545,0,7008,0,7776,0,0,84,0,468,387,93,0,0,504501,0,8811441,0,3435652,0,0,9605,0,118503,127796,4167,0,242984.67,0,0
2024/9/22,ANZ,0,403,363,0,0,0,0,0,1821,1426,5172,2160,413,83,0,351453,2811,0,0,0,0,0,41128,628274,340385,303434,5864,48665,370639.58,125350.11,245289.47
2024/9/22,DBNX,174,32921,20899,42676,0,17224,0,56125,11010,3389,90659,55942,7505,54,66919,2812073,169146,4378866,0,2230564,0,11228928,1043874,2030899,14927772,11112510,775580,18925,5178732.98,752628.42,4426104.56
2024/9/22,MEA,0,0,0,0,0,0,0,0,5453,10360,41590,14557,2106,4,0,0,0,0,0,0,0,0,1367168,18009052,66793745,6912750,992097,28199,1390176.13,0,0
2024/9/22,US_Anker,629,16936,19189,76285,20236,55527,194416,84556,33323,4657,227223,124814,31575,1506,11052,3941438,172755,7867314,8451740,15928177,27299479,10760938,2766494,650578,19793198,20836638,1557586,144709,12721439.42,378211.18,12343228.24
2024/9/22,US_Eufy,1810,45438,27902,95391,0,53883,51511,13542,22675,5506,94420,77684,16433,228,566619,3826131,155332,10329973,0,3358713,12905171,8804055,1552663,1040940,6496232,7381053,1049918,8550,6559989.86,1111043.25,5448946.61
2024/9/22,Other,0,2631,1445,1937,0,68,3662,32820,3175,876,93507,65184,10115,0,0,134489,28167,643540,0,38128,6321885,18689349,511048,509546,15428716,19893597,1121193,0,185158.64,81507.79,103650.85
2024/9/22,US_Soundcore,0,69798,5557,29944,0,102852,1010,15490,30327,1400,113298,42359,8188,3588,0,972243,38354,2654017,0,17322545,107144,3517537,2032673,325931,11642088,7232878,625340,537517,4454919.77,125328.23,4329591.54
2024/9/22,GLOBAL_PPS-Other,0,2631,537,905,0,0,0,0,6212,0,26191,8897,836,0,0,244942,2959,105378,0,0,0,0,588971,0,2583091,834328,75598,0,0,37209.64,-37209.64
2024/9/22,UK_IE,186,38136,24483,61175,0,0,0,69314,10626,569,41431,33717,4839,0,73612,2932796,109310,7630182,0,0,0,9824322,760904,276473,7760801,7824373,338843,0,4294676.06,489728.16,3804947.9
2024/9/22,CA,0,4003,6698,0,0,0,0,0,692,260,18622,14221,1682,103,0,606523,36191,0,0,0,0,0,77384,74216,2065783,1968110,462871,74988,1669894.64,157788.4,1512106.24
2024/9/22,GLOBAL_PPS-US,2312,47504,2711,106323,0,13341,13270,105286,4628,87,44437,32639,8930,1437,536033,3468545,21952,8521931,0,1157861,840499,10916949,916536,111431,3759835,3784118,513149,194222,3799503.06,904982.67,2894520.39
2024/9/22,Spark,0,2954,2107,8301,0,0,0,29423,5166,1,32719,22191,2402,0,0,472157,14883,1848161,0,0,0,6870044,754021,157,5483169,5630550,1125740,0,1247046.49,77612.67,1169433.82
2024/9/22,LATAM,0,0,0,0,0,0,0,0,57,0,4951,2184,332,0,0,0,0,0,0,0,0,0,20980,0,1744204,1119222,122013,0,301954.36,0,0
2024/9/29,US_Soundcore,0,77030,8405,5469,0,185388,1404,1,29992,2442,103883,49123,9337,4972,0,1002967,35160,603147,0,37992675,47942,262,1890365,477329,13661921,6715045,702599,761594,3988530.34,57180.84,3931349.5
2024/9/29,LATAM,0,0,0,0,0,0,0,0,58,0,4384,1837,317,0,0,0,0,0,0,0,0,0,27460,0,2230955,871552,141672,0,519839.51,0,0
2024/9/29,UK_IE,131,26327,21859,31533,0,0,0,47917,10052,606,34993,29974,4603,0,72199,2523395,100667,2922096,0,0,0,9264137,780771,310118,6885672,5805836,304406,0,3558672.06,460697.5,3097974.56
2024/9/29,DBNX,624,52043,21105,122646,0,14893,0,125622,10281,1990,62043,43374,7897,12,160017,4905421,161631,13462974,0,6895268,0,28090467,1090623,1656003,10178241,7365272,838292,8944,4306646.8,752912.12,3553734.68
2024/9/29,US_Eufy,1756,53245,36789,229362,0,112866,6819,36255,20425,5914,99118,86845,27611,105,535760,3806077,198634,22704520,0,23018597,860117,12874910,1283820,1105464,7973996,8318438,1775834,6268,6350272.36,1207948.36,5142324
2024/9/29,GLOBAL_PPS-EU,647,173578,15348,157848,0,18415,0,29542,3449,227,23125,14787,2188,0,135931,8198857,47520,16057966,0,3427590,0,6034604,754743,34278,1964128,1467742,322663,0,2868830.25,1300515.55,1568314.7
2024/9/29,NEU,0,1623,0,2250,0,1773,0,0,86,0,471,388,85,0,0,192913,0,2440657,0,684546,0,0,9456,0,116555,112187,5010,0,205376.05,0,0
2024/9/29,ANZ,0,420,1025,0,0,0,0,0,1876,1368,4409,1921,460,207,0,434963,12004,0,0,0,0,0,38369,664335,282188,249067,7169,87444,393298.11,164917.47,228380.64
2024/9/29,GLOBAL_PPS-US,1972,141332,12787,210741,0,30096,20146,132713,5570,139,53332,45754,12093,1722,416715,7040810,48056,17905212,0,2850848,1977626,11364812,1259392,164305,6655807,4340706,635160,171186,9148639.04,3015933.77,6132705.27
2024/9/29,GLOBAL_PPS-Other,0,3788,2127,7381,0,0,0,1081,5058,0,20259,7785,673,0,0,892071,9664,1048552,0,0,0,722108,422675,0,2294047,967073,74216,0,0,98428.72,-98428.72
2024/9/29,MEA,0,0,0,0,0,0,0,0,5716,12710,50201,11922,2281,5,0,0,0,0,0,0,0,0,1591284,20926087,57030228,5673901,894535,102827,1199895.24,0,0
2024/9/29,US_Anker,679,15626,19891,56702,18696,56608,10818,287079,32228,4787,195734,115527,32152,1540,19503,3540114,166881,6734155,10496642,16558137,1064112,20476248,2843787,697384,17413929,20296664,1331304,117367,11554785.01,360958.19,11193826.82
2024/9/29,Other,0,3235,817,1719,0,70,561,13881,3042,357,101459,77887,11970,0,0,171183,18162,625761,0,36247,1045093,9019737,592539,185967,18056068,23676464,1221224,0,176654.62,94102.26,82552.36
2024/9/29,CA,0,3799,8227,279,0,0,0,0,1063,476,21952,16023,2206,178,0,476776,38179,38285,0,0,0,0,143150,107810,2592403,2607685,602502,103025,1488301.61,114852.12,1373449.49
2024/9/29,Spark,0,4804,2104,21199,0,0,0,40126,5370,0,30876,21144,2509,0,0,1283936,14506,4261147,0,0,0,8841646,772171,659,4969538,4475902,1407867,0,1218025.58,107820.58,1110205
2024/10/6,GLOBAL_PPS-Other,0,4884,1358,12159,0,0,0,1527,5017,0,23887,8803,954,0,0,882994,6978,1483927,0,0,0,1088458,643974,0,4145920,1539055,110580,0,0,188936.55,-188936.55
