week,region,bing_spend,google_non_brand_spend,google-search-brand_spend,fb-ig_spend,twitter_spend,youtube_spend,tiktok_spend,amg_spend,SB_spend,SD_spend,SPA_spend,SPA_brand_spend,SB_brand_spend,SD_brand_spend,bing_impression,google_non_brand_impression,google-search-brand_impression,fb-ig_impression,twitter_impression,youtube_impression,tiktok_impression,amg_impression,SB_impression,SD_impression,SPA_impression,SPA_brand_impression,SB_brand_impression,SD_brand_impression,total_rev,dtc_rev,amz_rev
2023/9/10,Other,0,3677,869,9573,0,6562,9195,8823,1396,0,0,0,0,0,0,183273,16301,2617135,0,1069377,3934547,4666756,178254,0,0,0,0,0,80117.56,47076.58,33040.98
2023/9/10,GLOBAL_PPS-US,0,8932,3696,94310,3214,0,0,7332,165,2388,0,0,0,0,0,518645,15543,5719450,1144498,0,0,837858,31713,151955,0,0,0,0,849328.55,212434.35,636894.2
2023/9/10,MEA,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,2618772,0,0,0,0,571073.67,0,0
2023/9/10,US_Anker,1481,48884,13708,80143,12371,496,10351,135350,0,18552,0,0,0,0,57431,5724541,128135,10153286,4283795,89141,1250511,12632580,0,4001249,0,0,0,0,10841879.63,461520.54,10380359.09
2023/9/10,ANZ,0,0,97,0,0,0,0,0,0,358,0,0,0,0,0,0,1119,0,0,0,0,0,0,207398,0,0,0,0,192238.76,39158.38,153080.38
2023/9/10,US_Eufy,1159,24613,26544,39077,0,0,0,64439,10659,5271,0,0,638,132,165857,2432458,175091,2764568,0,0,2266,9928391,753185,993831,0,0,58473,17359,5099594.69,751912.16,4347682.53
2023/9/10,UK_IE,535,39502,15518,21582,0,0,0,43369,0,1116,0,0,0,0,51743,2567780,134626,6136630,0,0,0,8896579,0,281173,0,0,0,0,2858832.63,301744.96,2557087.67
2023/9/10,US_Soundcore,0,1395,3569,0,0,25663,0,57062,2872,5502,0,0,2040,996,0,205195,26254,0,0,3617723,0,9615289,319452,1056293,0,0,115632,151451,3263482.84,80285.58,3183197.26
2023/9/10,Spark,0,1457,1239,0,0,0,0,720,0,576,0,0,0,0,0,140284,7922,0,0,0,0,269454,0,89517,0,0,0,0,620059.95,8204.46,611855.49
2023/9/10,DBNX,639,63965,19206,31006,0,0,0,55957,2268,1437,0,0,1100,653,38103,3817685,302099,6929613,0,0,0,13519808,250080,742578,0,0,139342,89267,3909727.63,501082.89,3408644.74
2023/9/10,CA,0,5083,3821,7014,0,0,0,0,55,910,0,0,0,0,0,519675,33602,1092045,0,0,0,0,5836,351837,0,0,0,0,1413115.62,68605.44,1344510.18
2023/9/10,GLOBAL_PPS-EU,0,40201,19677,54445,0,0,0,7785,0,69,0,0,0,0,0,1763695,36009,5242243,0,0,0,2896176,0,6634,0,0,0,0,1045660.3,466544.31,579115.99
2023/9/10,GLOBAL_PPS-Other,0,259,0,4400,0,0,0,0,0,2883,0,0,0,0,0,56473,0,588998,0,0,0,0,0,2061120,0,0,0,0,0,547.48,-547.48
2023/9/17,US_Eufy,1328,26283,24942,60392,0,0,0,44689,12405,4718,0,0,714,142,193702,2547009,181453,4493830,0,0,0,5762867,913523,946717,0,0,60233,15584,4555686.63,681583.98,3874102.65
2023/9/17,GLOBAL_PPS-US,0,11238,2614,127479,2418,0,0,6979,267,1749,0,0,0,0,0,548467,10829,8256739,799823,0,0,863114,22355,99739,0,0,0,0,670129.89,158612.52,511517.37
2023/9/17,Other,0,3321,816,10401,0,1667,13335,10934,1316,0,0,0,0,0,0,436330,15184,2508654,0,268320,4778898,5309312,192544,0,0,0,0,0,132585.91,68810.86,63775.05
2023/9/17,ANZ,0,0,14,0,0,0,0,0,0,361,0,0,0,0,0,0,263,0,0,0,0,0,0,166065,0,0,0,0,220474.13,49822.03,170652.1
2023/9/17,MEA,0,0,0,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,2336155,0,0,0,0,371891.13,0,0
2023/9/17,CA,0,5238,3412,6867,0,0,0,0,54,995,0,0,0,0,0,448010,31410,1056485,0,0,0,0,6075,512726,0,0,0,0,1398728.59,85014.56,1313714.03
2023/9/17,Spark,0,728,999,0,0,0,0,0,0,209,0,0,0,0,0,138249,6886,0,0,0,0,0,0,30490,0,0,0,0,664563.62,8364.89,656198.73
2023/9/17,US_Anker,1927,59407,16028,59522,16641,0,16897,124723,0,13119,0,0,0,0,65982,8637086,147634,8276034,6384496,0,2030351,11438244,0,2281981,0,0,0,0,12339281.34,523260.94,11816020.4
2023/9/17,GLOBAL_PPS-Other,0,291,0,4169,0,0,104,0,0,2547,0,0,0,0,0,132096,0,589736,0,0,76771,0,0,964958,0,0,0,0,0,1885.29,-1885.29
2023/9/17,UK_IE,508,14083,16462,19798,0,0,0,58555,0,1194,0,0,0,0,52440,2211677,151694,4147166,0,0,0,14322741,0,240550,0,0,0,0,3056896.31,292600.73,2764295.58
2023/9/17,GLOBAL_PPS-EU,0,37325,14994,58925,0,0,0,3804,0,69,0,0,0,0,0,1314003,41271,5692600,0,0,0,1390420,0,6247,0,0,0,0,902003.57,409782.89,492220.68
2023/9/17,US_Soundcore,0,1281,3463,13604,0,0,0,2809,1922,4616,0,0,8,815,0,163779,23529,997640,0,0,0,210928,303536,769853,0,0,708,94346,2873108.25,37751.94,2835356.31
2023/9/17,DBNX,350,29657,19318,33181,0,0,0,82105,1674,941,0,0,1438,729,31508,3120320,319993,6526119,0,0,0,20688706,221557,508931,0,0,114622,97900,4234858.59,543602.19,3691256.4
2023/9/24,DBNX,516,30692,20062,65859,0,0,0,67035,759,642,0,0,1316,523,48857,3290218,371852,10447043,0,0,0,18286575,205176,273251,0,0,135493,92169,4072482.84,650259.99,3422222.85
2023/9/24,CA,0,4911,3346,10105,0,0,0,0,58,1006,0,0,0,0,0,364086,30619,1403203,0,0,0,0,6105,493307,0,0,0,0,1355835.1,80985.3,1274849.8
2023/9/24,UK_IE,522,13799,16976,44162,0,0,0,48113,0,1295,0,0,0,0,60365,2129313,161176,6520437,0,0,0,13728538,0,240091,0,0,0,0,3087220.69,328315.24,2758905.45
2023/9/24,US_Anker,2352,65463,15675,78861,39635,0,4769,150460,0,9261,0,0,0,0,67749,16592343,129136,10408087,14544791,0,962000,14968981,0,1549823,0,0,0,0,10737394.38,441730.82,10295663.56
2023/9/24,GLOBAL_PPS-US,0,42668,8974,116495,4012,0,0,33887,271,2941,0,0,0,0,0,1550473,21985,9107994,1232187,0,0,4291333,35630,153385,0,0,0,0,2462043.68,851616.57,1610427.11
2023/9/24,MEA,0,0,0,0,0,0,0,0,0,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,1905681,0,0,0,0,455554.12,0,0
2023/9/24,Other,0,63621,506,10135,0,2441,12311,11437,1310,0,0,0,0,0,0,5085701,11325,2523178,12,474669,4059814,5515434,203023,0,0,0,0,0,72625.25,54548.48,18076.77
2023/9/24,GLOBAL_PPS-Other,0,263,0,4194,0,0,1769,0,0,2318,0,0,0,0,0,96969,0,625344,0,0,1427761,0,0,712470,0,0,0,0,0,0,0
2023/9/24,GLOBAL_PPS-EU,0,43600,18236,87305,0,0,0,7276,0,70,0,0,0,0,0,1894241,47010,7389907,0,0,0,2534068,0,5732,0,0,0,0,1333724.26,560875.45,772848.81
2023/9/24,US_Eufy,1379,28022,36462,80021,0,53710,0,53522,14720,5556,0,0,3208,1173,245389,2440409,420337,6369642,0,13143680,0,6748590,1028792,1075955,0,0,207215,220293,4833205.97,822005.77,4011200.2
2023/9/24,ANZ,0,0,14,0,0,0,0,0,0,361,0,0,0,0,0,0,124,0,0,0,0,0,0,152927,0,0,0,0,201622.05,45673.42,155948.63
2023/9/24,Spark,0,803,534,0,0,0,0,0,0,268,0,0,0,0,0,117941,3496,0,0,0,0,0,0,60800,0,0,0,0,706077.52,8843.47,697234.05
2023/9/24,US_Soundcore,0,3885,3152,34753,0,15182,0,28701,1235,3921,0,0,0,1008,0,287661,18261,1815542,0,2213125,0,5247381,260401,781523,0,0,0,131566,2820930.11,45740.07,2775190.04
2023/10/1,Spark,0,776,376,0,0,0,0,0,0,348,0,0,0,0,0,127176,2533,0,0,0,0,0,0,63161,0,0,0,0,644351.55,9690.85,634660.7
2023/10/1,CA,0,4385,3263,11125,0,0,0,0,55,1049,0,0,0,0,0,315880,28686,1463386,0,0,0,0,5200,747256,0,0,0,0,1050434.61,53966.28,996468.33
2023/10/1,US_Eufy,1420,26237,33966,74748,0,86527,240,68498,17412,7063,0,0,4885,2336,269168,2093919,310365,4667276,0,24931257,18328,10791383,1160163,1500214,0,0,303462,511631,4229347.42,645180.21,3584167.21
2023/10/1,Other,0,86434,380,13676,0,10858,18478,9675,1847,69,0,0,0,0,0,11240081,10082,2864960,0,3893359,2538391,5025214,272609,68586,0,0,0,0,115843.71,107326.78,8516.93
2023/10/1,GLOBAL_PPS-EU,0,35269,18241,84296,0,0,0,14944,0,69,0,0,0,0,0,1571977,46882,7159333,0,0,0,5107939,0,7609,0,0,0,0,1286771.12,551687.6,735083.52
2023/10/1,MEA,0,0,0,0,0,0,0,0,0,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,1996729,0,0,0,0,421438.3,0,0
2023/10/1,UK_IE,505,16115,18495,40256,0,0,0,44678,0,1278,0,0,0,0,64248,2352520,181588,5506354,0,0,0,11618441,0,248419,0,0,0,0,2638343.43,273374.88,2364968.55
2023/10/1,ANZ,0,0,11,0,0,0,0,0,0,360,0,0,0,0,0,0,132,0,0,0,0,0,0,122977,0,0,0,0,245462.45,31064.39,214398.06
2023/10/1,US_Anker,2382,51638,11496,81865,40901,0,97013,181037,0,8516,0,0,0,0,71398,15994147,112157,11071618,14613908,0,20056526,24759559,0,1260877,0,0,0,0,9219457.72,317914.39,8901543.33
2023/10/1,GLOBAL_PPS-Other,0,608,0,5254,0,0,841,0,0,2811,0,0,0,0,0,232742,0,747864,0,0,974846,0,0,990913,0,0,0,0,0,0,0
2023/10/1,GLOBAL_PPS-US,0,48826,9105,143781,4833,0,0,47092,212,2581,0,0,0,0,0,1554556,21840,11674555,1664426,0,0,6429388,31816,127072,0,0,0,0,1221395.76,376683.17,844712.59
2023/10/1,US_Soundcore,0,7995,3339,52606,0,49027,13352,118287,1328,3883,0,0,0,1328,0,989134,16984,3265515,0,10376575,1677743,25511615,363224,671928,0,0,0,193669,2786656.35,41091.14,2745565.21
2023/10/1,DBNX,715,31602,23712,52877,0,0,0,53709,856,716,0,0,1423,686,59651,3511782,403331,9238631,0,0,0,14526757,219418,345145,0,0,162323,125871,3580966.65,584426.26,2996540.39
2023/10/8,ANZ,0,0,52,0,0,0,0,0,0,353,0,0,0,0,0,0,932,0,0,0,0,0,0,129379,0,0,0,0,366244.5,43460.87,322783.63
2023/10/8,US_Eufy,1428,36052,35157,198777,0,89907,11182,123751,24400,16231,0,0,12804,4775,286715,2464907,248671,11123308,0,12030835,961006,15509208,1591636,3374069,0,0,916927,1263712,13411243.74,995110.89,12416132.85
2023/10/8,DBNX,701,36359,30662,83266,0,0,0,56532,765,1495,0,0,2237,708,57130,3555141,472356,13572490,0,0,0,11431130,123291,706292,0,0,295374,116952,8746653.79,768076.01,7978577.78
2023/10/8,Spark,0,779,884,0,0,0,0,0,0,327,0,0,0,7,0,125761,6558,0,0,0,0,0,0,76561,0,0,0,7989,1332283.42,8844.26,1323439.16
2023/10/8,Other,0,49991,1408,17221,0,12141,20336,23613,4176,198,0,0,0,0,0,6782705,23588,3649560,0,4109789,1884695,10572696,557576,124027,0,0,0,0,135065.86,47813.03,87252.83
2023/10/8,GLOBAL_PPS-EU,0,39678,20037,93600,0,0,0,42708,0,539,0,0,0,0,0,1584036,55144,9162097,0,0,0,10786535,0,38687,0,0,0,0,2215900.99,800059.66,1415841.33
2023/10/8,US_Anker,2489,64077,16587,169968,75334,0,139907,455576,0,25536,0,0,0,0,105034,15273689,196944,18712726,36301364,0,31934880,52622106,0,3632608,0,0,0,0,18588698.22,397975.48,18190722.74
2023/10/8,UK_IE,885,15500,25415,69232,0,0,0,41037,0,1795,0,0,0,0,283121,2390272,205557,9659062,0,0,0,7840489,0,442677,0,0,0,0,5746825.75,426903.3,5319922.45
2023/10/8,US_Soundcore,0,6286,4854,23720,0,61840,70366,296083,2901,7873,0,0,0,1424,0,667228,26509,2687298,0,7006891,11398308,45236917,537010,1200447,0,0,0,161605,7168886.71,78984.35,7089902.36
2023/10/8,GLOBAL_PPS-Other,0,697,0,6924,0,0,0,3001,0,6974,0,0,0,0,0,241495,0,931058,0,0,72,836705,0,2505407,0,0,0,0,0,1683.28,-1683.28
2023/10/8,MEA,0,0,0,0,0,0,0,0,0,2373,0,0,0,0,0,0,0,0,0,0,0,0,0,2161771,0,0,0,0,398767.06,0,0
2023/10/8,CA,0,6581,5433,17623,0,0,0,0,41,1052,0,0,0,0,0,682818,48809,1730006,0,0,0,0,13054,258081,0,0,1003,0,4404355.54,150110.11,4254245.43
2023/10/8,GLOBAL_PPS-US,0,35617,22417,133414,3297,925,0,83636,352,6863,0,0,0,0,0,2199089,60811,8215994,1475142,62772,0,13251728,58225,292564,0,0,0,0,4477292.57,870127.66,3607164.91
2023/10/15,DBNX,667,25246,19534,56153,0,0,0,21879,215,676,0,0,992,120,49038,2666231,298869,9093619,0,0,0,5066306,35939,255717,0,0,160003,33028,3338265.22,480771.01,2857494.21
2023/10/15,GLOBAL_PPS-US,0,22034,19156,111629,4090,5149,0,20251,66,2536,0,0,0,0,0,2243284,60162,9224242,1487356,264965,0,3736039,19371,130881,0,0,0,0,771099.4,212625.89,558473.51
2023/10/15,US_Soundcore,0,1831,4170,7517,0,0,9581,0,1536,3701,0,0,0,943,0,243274,23231,400452,0,0,1096081,0,366026,667563,0,0,0,127710,2488997.6,32460.11,2456537.49
2023/10/15,Other,0,12663,862,5668,0,9190,7121,6499,918,425,0,0,0,0,0,1505496,16792,1299476,0,1924153,938179,3530516,148839,196019,0,0,0,0,55311.74,35011.47,20300.27
2023/10/15,US_Eufy,1414,61780,25021,115973,0,68615,21948,162394,18837,8716,0,0,10903,2657,255790,2262346,211816,8302534,0,6289713,1988690,16951717,1255950,3413755,0,0,857960,671211,4538868.96,732287.13,3806581.83
2023/10/15,US_Anker,1846,25293,16232,64108,18654,0,136344,230026,0,14405,0,0,0,0,112827,4181715,149272,8438785,8186893,0,36420791,26049160,0,3358027,0,0,0,0,9551543.82,331154.83,9220388.99
2023/10/15,Spark,0,561,707,0,0,0,0,0,0,374,0,0,0,8,0,69402,5135,0,0,0,0,0,0,93923,0,0,0,9381,615065.24,8742.95,606322.29
2023/10/15,UK_IE,660,12255,14213,34589,0,0,0,13827,0,850,0,0,0,0,124058,1999535,131558,5288548,0,0,0,2887879,0,193385,0,0,0,0,2490266.62,263449.64,2226816.98
2023/10/15,CA,0,5491,3098,19032,0,0,1681,0,58,540,0,0,2,0,0,554741,30562,2960474,0,0,312314,0,6605,115516,0,0,838,0,1120065.94,74426.56,1045639.38
2023/10/15,GLOBAL_PPS-EU,0,24519,18587,43141,0,0,0,5,0,119,0,0,0,0,0,1042965,43435,3973303,0,0,0,774,0,14080,0,0,0,0,531778.94,225438.75,306340.19
2023/10/15,GLOBAL_PPS-Other,0,700,0,4301,0,0,0,1085,0,2328,0,0,0,0,0,276114,0,785635,0,0,0,475007,0,977849,0,0,0,0,0,0,0
2023/10/15,MEA,0,0,0,0,0,0,0,0,0,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,2220139,0,0,0,0,397147.07,0,0
2023/10/15,ANZ,0,0,91,0,0,0,0,0,0,1095,0,0,0,0,0,0,1530,0,0,0,0,0,0,526580,0,0,0,0,197433.98,43329.16,154104.82
2023/10/22,US_Soundcore,0,3279,3786,26200,0,0,24032,11938,1806,3439,0,0,0,1092,0,328862,19615,2685156,0,0,2485982,3719654,440792,676345,0,0,0,138217,2608947.51,35639,2573308.51
2023/10/22,GLOBAL_PPS-EU,0,14797,13310,51740,0,0,0,0,0,119,0,0,0,0,0,478867,35226,4838582,0,0,0,0,0,13022,0,0,0,0,476571.58,199756.81,276814.77
2023/10/22,US_Anker,2103,20155,13541,44648,18146,0,99111,170618,776,9870,0,0,0,0,97952,3829723,160085,6139104,5913345,0,21166757,18664820,28206,3265215,0,0,0,0,9031428.62,276362.06,8755066.56
2023/10/22,MEA,0,0,0,0,0,0,0,0,0,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,2210274,0,0,0,0,505958.91,0,0
2023/10/22,Spark,0,388,760,0,0,0,0,0,0,394,0,0,0,9,0,33434,5674,0,0,0,0,0,0,91657,0,0,0,9632,650373.65,7004.13,643369.52
2023/10/22,Other,0,25293,1102,11341,0,8429,22933,11522,855,233,0,0,0,0,0,59163376,18789,1893495,0,1556478,2989203,6524547,146635,191139,0,0,0,0,59515.47,51925.72,7589.75
2023/10/22,GLOBAL_PPS-US,0,19125,17766,169829,4036,4770,1562,25616,69,2100,0,0,0,0,0,1925370,65129,15725299,1447130,300016,182489,4454007,17956,136167,0,0,0,0,977427,244078.41,733348.59
2023/10/22,UK_IE,396,12906,14145,34815,0,0,0,12603,0,990,0,0,0,0,47444,1985721,132870,5599446,0,0,0,2732091,0,262771,0,0,0,0,2772507.04,256407.47,2516099.57
2023/10/22,DBNX,464,22598,20908,72388,0,0,0,22783,321,688,0,0,1606,396,39362,2765959,287434,10939809,0,0,0,4842368,50082,255661,0,0,220000,90456,3559895.01,498165.42,3061729.59
2023/10/22,ANZ,0,0,155,0,0,0,0,0,0,860,0,0,0,0,0,0,2237,0,0,0,0,0,0,354224,0,0,0,0,276645.67,88113.5,188532.17
2023/10/22,CA,0,4589,2642,22228,0,0,1779,0,50,569,0,0,1,0,0,949019,61552,3178021,0,0,316522,0,8085,132956,0,0,1572,0,1156437.83,72357.43,1084080.4
2023/10/22,GLOBAL_PPS-Other,0,734,0,10011,0,0,0,2063,0,3346,0,0,0,0,0,251030,0,1945765,0,0,0,1110953,0,2698534,0,0,0,0,0,745.5,-745.5
2023/10/22,US_Eufy,1055,53098,23731,160404,0,98117,25408,206760,19315,7934,0,0,11178,2045,254264,1881443,151348,15272689,0,9215952,2232514,19420414,1310274,2536953,0,0,912337,337741,4576566.14,647977.62,3928588.52
2023/10/29,US_Eufy,883,30540,25490,189477,0,56653,32685,164602,17480,7866,0,0,11129,1747,174907,1750011,149200,13131604,0,12588104,2024654,16187518,1284723,2194032,0,0,949249,440955,4858100.62,644781.9,4213318.72
2023/10/29,CA,0,5009,2810,16388,0,0,0,0,56,580,0,0,2,0,0,662917,29282,1955466,0,0,0,0,8620,121065,0,0,2976,0,1321542.73,61576.2,1259966.53
2023/10/29,Spark,0,617,834,0,0,0,0,0,0,418,0,0,0,12,0,68167,6235,0,0,0,0,0,0,178013,0,0,0,13034,606886.77,8283,598603.77
2023/10/29,Other,0,8202,912,3169,0,11631,26111,2698,829,208,0,0,0,0,0,859614,17371,874586,0,2623508,2428509,1602815,148818,153803,0,0,0,0,73871.79,71270.16,2601.63
2023/10/29,UK_IE,967,13699,16985,43715,0,0,0,11534,0,909,0,0,0,0,52789,2117696,153960,9195443,0,0,0,2659165,0,238407,0,0,0,0,2775092.09,273866.78,2501225.31
2023/10/29,GLOBAL_PPS-US,0,27627,10535,135396,4073,1522,15634,15486,71,2784,0,0,0,0,0,1520039,33920,11237237,1236515,112851,2657789,2401433,19124,208628,0,0,0,0,1570941.57,513489.14,1057452.43
2023/10/29,ANZ,0,0,199,0,0,0,0,0,0,944,0,0,0,0,0,0,2260,0,0,0,0,0,0,336713,0,0,0,0,209845.96,51332.78,158513.18
2023/10/29,MEA,0,0,0,0,0,0,0,0,0,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,1976147,0,0,0,0,442708.76,0,0
2023/10/29,US_Soundcore,0,5338,7332,18973,0,0,32104,4848,2613,4569,0,0,0,1031,0,444831,36623,961780,0,0,2654900,1559039,507446,995927,0,0,0,150443,2755383.92,39024.05,2716359.87
2023/10/29,GLOBAL_PPS-Other,0,1135,47,14682,0,0,0,464,0,8159,0,0,0,0,0,138902,162,1584600,0,0,0,277325,0,4942145,0,0,0,0,0,10208.72,-10208.72
2023/10/29,GLOBAL_PPS-EU,0,21941,22907,83551,0,0,0,1095,0,417,0,0,0,0,0,927653,58961,6371062,0,0,0,660939,0,72204,0,0,0,0,1646198.86,749166.09,897032.77
2023/10/29,DBNX,776,28897,21815,64133,0,0,0,23130,271,694,0,0,1265,652,46268,3198148,308602,12271746,0,0,0,5043833,44346,281683,0,0,216495,149164,3575338.18,507775.61,3067562.57
2023/10/29,US_Anker,1980,25886,12169,54438,17467,0,34813,142098,248,9547,0,0,0,0,118197,5471555,138684,7950248,7332753,0,4916094,11042742,14577,2563105,0,0,0,0,9303992.62,271814.87,9032177.75
2023/11/5,Other,0,4695,1187,12415,0,12958,13564,5402,864,147,0,0,0,0,0,304449,19188,8358452,0,2790674,1671101,2967570,125462,78947,0,0,0,0,544389.71,299504.77,244884.94
2023/11/5,ANZ,0,0,159,0,0,0,0,0,0,1069,0,0,0,0,0,0,2092,0,0,0,0,0,0,415918,0,0,0,0,208851.05,52364.32,156486.73
2023/11/5,MEA,0,0,0,0,0,0,0,0,0,6589,0,0,0,0,0,0,0,0,0,0,0,0,0,2526442,0,0,0,0,914014.05,0,0
2023/11/5,DBNX,1531,34413,29962,113092,0,0,0,53619,308,713,0,0,975,765,214416,3601783,353959,14358991,0,0,0,13477460,71209,340076,0,0,192271,149183,3800346.05,762608.19,3037737.86
2023/11/5,GLOBAL_PPS-Other,0,3141,1310,709,0,0,0,0,0,9459,0,0,0,0,0,128578,14308,107050,0,0,0,0,0,7599736,0,0,0,0,0,15940.44,-15940.44
2023/11/5,GLOBAL_PPS-EU,0,47388,28978,77771,0,0,0,6018,0,2297,0,0,0,0,0,1792269,81367,7445441,0,0,0,1930203,0,395508,0,0,0,0,2107061.78,948223.51,1158838.27
2023/11/5,CA,0,6071,3386,20728,0,0,0,1146,48,596,0,0,6,0,0,598622,42848,1951454,0,0,0,221246,6765,99078,0,0,2292,0,1152069.58,98878.18,1053191.4
2023/11/5,US_Soundcore,0,3719,7198,14956,0,0,82860,42999,2816,4904,0,0,0,1474,0,385764,32231,699004,0,0,7965218,8516412,596423,2037952,0,0,0,173036,2886103.35,49097.45,2837005.9
2023/11/5,UK_IE,1219,16220,20909,58388,0,0,0,46641,0,989,0,0,0,0,192791,2075963,158699,7046627,0,0,0,10569540,0,177753,0,0,0,0,2817514.47,358539.54,2458974.93
2023/11/5,GLOBAL_PPS-US,0,34675,8765,104999,6016,0,15844,6182,69,3085,0,0,0,0,0,1817769,20282,7324720,1467812,0,1888431,1238630,23370,175542,0,0,0,0,1794804.06,365571.22,1429232.84
2023/11/5,Spark,0,525,1800,0,0,0,0,1322,0,331,0,0,0,9,0,48086,12491,0,0,0,0,160862,0,77742,0,0,0,10190,571790.9,9513.39,562277.51
2023/11/5,US_Anker,2576,18988,15038,59077,14769,0,35891,133761,0,7833,0,0,0,0,147405,4045506,122430,8318539,6955776,0,4374695,9918567,0,1604655,0,0,0,0,9298890.04,404130.72,8894759.32
2023/11/5,US_Eufy,1914,35648,48258,242573,0,199477,45215,202485,17573,7772,0,0,11534,2273,1144888,2506507,231902,12435767,0,32362866,2382086,19119090,1235207,1469625,0,0,843933,541246,5328307.6,969979.39,4358328.21
2023/11/12,US_Anker,2561,28929,26160,88166,24793,0,85234,173236,0,4161,0,0,0,0,140969,5073067,185516,9209815,15942511,0,9941719,13438015,0,668964,0,0,0,0,10994794.62,476419.25,10518375.37
2023/11/12,US_Eufy,2989,45649,63038,416812,0,86543,91146,231516,17826,9775,0,0,11288,1299,843387,2765982,246131,20537172,0,10113073,4922551,31704405,1349870,1325904,0,0,741515,200106,11888662.65,2042634,9846028.65
2023/11/12,Spark,0,1084,3392,0,0,0,0,9669,0,470,0,0,0,19,0,100410,23775,0,0,0,0,1331202,0,108392,0,0,0,22380,1921562.51,11083.41,1910479.1
2023/11/12,GLOBAL_PPS-Other,0,1054,871,466,0,0,0,152,0,1961,0,0,0,53,0,34227,6600,48489,0,0,0,100588,0,1455522,0,0,0,5852,0,15991.32,-15991.32
2023/11/12,Other,0,9431,3138,8323,0,11944,3418,11076,1029,0,0,0,0,0,0,11747160,42436,1988018,0,2694225,789391,6764860,112556,0,0,0,0,0,877210.1,431311,445899.1
2023/11/12,GLOBAL_PPS-EU,0,39920,37129,76089,0,0,13007,25510,0,2526,0,0,0,0,0,1863813,78891,5992794,0,0,4281617,6570148,0,374321,0,0,0,0,1771233.07,806311.11,964921.96
2023/11/12,ANZ,0,0,151,0,0,0,0,0,0,231,0,0,0,0,0,0,2215,0,0,0,0,0,0,79424,0,0,0,0,224166.24,60295.59,163870.65
2023/11/12,GLOBAL_PPS-US,0,32325,14214,135967,1253,0,12253,45176,271,4598,0,0,0,0,0,1364475,26507,6578528,1074880,0,1327078,7180048,55131,243758,0,0,0,0,2006248.85,619730.55,1386518.3
2023/11/12,CA,0,10610,6903,38162,0,0,0,2902,44,1224,0,0,77,0,0,727684,81723,3473106,0,0,0,578033,5711,225520,0,0,6877,0,2685361.59,390260.14,2295101.45
2023/11/12,MEA,0,0,0,0,0,0,0,0,0,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,2318335,0,0,0,0,433391.45,0,0
2023/11/12,US_Soundcore,0,2489,6103,33225,0,0,87529,219253,3453,6323,0,0,0,2115,0,357385,33878,4744169,0,0,6315700,48430312,625812,1803365,0,0,0,225242,4209302.19,68557.67,4140744.52
2023/11/12,DBNX,2610,48454,65480,176864,0,0,0,99989,787,2180,0,0,697,1223,255940,4709991,569813,19074605,0,0,0,21381340,138491,659603,0,0,129615,191013,12312611.3,2102898.74,10209712.56
2023/11/12,UK_IE,2352,24984,38244,102077,0,0,0,83016,0,1467,0,0,0,64,346369,2836333,244132,11075048,0,0,0,17016637,0,667445,0,0,0,7674,6603088.73,959886.97,5643201.76
2023/11/19,US_Anker,4409,57363,34124,143083,81925,0,226636,355770,0,3010,0,0,0,0,154981,5683043,269889,10136208,46384519,0,21880147,26881257,0,372638,0,0,0,0,22307801.19,791604.57,21516196.62
2023/11/19,GLOBAL_PPS-EU,0,63838,48146,143698,0,0,17982,50726,0,3037,0,0,0,0,0,2862181,134780,10856767,0,0,5916255,8032259,0,268886,0,0,0,0,3082509.12,1287936.95,1794572.17
2023/11/19,DBNX,4070,74337,101403,199188,0,0,0,141527,3260,2637,0,0,137,1660,538672,5850779,766409,16272454,0,0,0,24743259,347486,787506,0,0,57930,176539,16066151.85,2454286.63,13611865.22
2023/11/19,Other,0,25899,7159,25609,0,8576,9856,62740,11577,0,0,0,0,0,0,13735847,69948,4196205,0,1241220,1474721,21749219,1886592,0,0,0,0,0,595627.53,421019.04,174608.49
2023/11/19,ANZ,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,4485,0,0,0,0,0,0,0,0,0,0,0,720291.59,101141.12,619150.47
2023/11/19,US_Soundcore,0,11846,11352,19394,0,0,109452,320851,4463,15112,0,0,0,3216,0,862041,51094,3223994,0,0,8284968,59022315,698440,2351833,0,0,0,315592,9797214.6,187937.84,9609276.76
2023/11/19,Spark,0,953,4186,0,0,0,0,35964,0,583,0,0,0,20,0,130449,25779,0,0,0,0,6144018,0,85539,0,0,0,23229,2894676,13582.56,2881093.44
2023/11/19,US_Eufy,4526,96750,146952,702866,0,0,132387,391540,18945,19954,0,0,14390,1925,928065,4399393,452026,26305412,0,0,7023601,75612664,1352380,1737015,0,0,1040922,122376,28042833.58,4440981.54,23601852.04
2023/11/19,CA,0,17839,14997,61228,0,0,0,5563,69,2467,0,0,146,0,0,879262,139234,3818724,0,0,0,1043329,6353,321468,0,0,12037,0,5604358.22,438448.24,5165909.98
