week,spa,sb,sd,google_youtube,bing,google_without_youtube,others,fb-ig,twitter,tiktok,dsp,fincast,promotion,amazon search volume,google search index,amazon search index,sales_revenue,amz_search_without_keywords,amz_rev,dtc_rev,total_rev
2024/9/15,409715.07,65703.56,7348.84,53847.03,1778.4,39706.45,426.08,68526.12,14012.24,52519.31,83012.64,0,0,2325883,52,34.83732875,20649386.53,1022282,11298380.47,423982.09,11722362.56
2024/9/22,353824.98,68659.74,6163.37,55527.26,1969.22,34785.25,403.05,76285.02,20236.04,194415.78,84555.66,0,0,2450920,55,37.02191576,21048171.21,1110990,11276954.17,378211.18,11655165.35
2024/9/29,322102.44,68420.75,6348.17,56607.6,2055.67,34140.62,420.54,56702.12,18696.15,10817.6,287078.65,0,0,2583609,58,39.34019487,19259795.2,1012286,10569645.83,361059.42,10930705.25
2024/10/6,462227.85,88154.82,13281.02,43486.35,2018.24,35786.69,1890.88,76120.03,15510.05,16739.62,284059.05,0,1,2496919,80,37.82558841,33823079.45,1930356,20608927.76,491654.84,21100582.6
2024/10/13,347629.86,63144.75,6883.27,29020.67,1779.03,34805.05,1390.84,57759.48,10054.98,6994.05,74137.01,0,0,4653078,59,75.49697315,24622473.77,961283,10856711.5,351856.05,11208567.55
2024/10/20,304429.55,58543.56,4666.48,31282.62,2162.48,34173.37,141.67,56000.86,9358.65,10948.64,84169.77,0,0,3253792,55,51.04931355,18633740.59,899469,10205886.72,366612.38,10572499.1
2024/10/27,269018.3,45081.57,4711.45,48411.47,2281.06,32424.92,139.38,74127.79,8546.98,9616.94,124113.61,43596.0421,0,2588313,51,39.42238092,17469656.72,860441,9006697.06,349269.83,9355966.89
2024/11/3,237270.59,45015.47,4013.46,67758.77,2253.52,37754.51,283.77,115027.2,7338.39,6784.8,177939.22,164332.16,0,2096166,53,30.82382256,19057771.56,889096,9231722.13,451951.66,9683673.79
2024/11/10,254145.95,47326.54,5015.02,57107.01,2683.68,41613.18,301.5,125771.98,6404.07,4199.76,158647.73,204545.5195,0,2195089,56,32.55215818,19856768.34,995944,10406468.54,473982.31,10880450.85
2024/11/17,310433.65,64857.21,9520.89,40566.69,1744.08,50537.76,293.76,184739.3,7794.35,4118.53,233230.5,232617.8621,1,2317349,64,34.68822676,29366577.66,1386275,16122120.07,723211.8,16845331.87
2024/11/24,423626.58,82249.1,12519.62,276342.6,4609.13,61137.34,276.71,389744.68,12426.24,10737.83,475962.68,267424.6104,1,3529483,100,55.86605561,53461251.35,2114452,24980577.65,1233939.67,26214517.32
2024/12/1,230939.28,49536.16,4945.98,378118.32,4055.24,68060.43,290.62,197115.63,3665.59,247,249066.38,218696.8688,1,5566026,85,91.44756647,35222331.08,1529678,16166397.14,869616.23,17036013.37
2024/12/8,223380.89,41442.41,3567.4,124233.92,3252.24,49659.52,288.16,151792.56,1031.04,0,258595.22,283109.256,0,4069114,70,65.29423183,25707509.25,1134496,14541920.65,582461.38,15124382.03
2024/12/15,192079.83,36902.17,2399.81,0,2335.24,42972.42,281.75,194472.27,0,0,193841.26,30438.8175,0,2548330,65,38.72381696,23383175.11,1161950,12922108.89,437285.44,13359394.33
2024/12/22,204886.64,35825.35,2567.96,0,1890.17,40565.12,190.48,121208.37,0,0,115667.33,0,0,2546083,72,38.68455844,17687461.44,1125071,9907911.48,339730.37,10247641.85
2024/12/29,54335.32,9932.93,968.13,0,617.54,12664.05,99.96,28626.03,0,0,31492.58,0,0,2447738,64,36.96632137,4906475.72,1021472,2884756,109811.15,2994567.15
