week,bing_spend,display_spend,search_spend,dv360_spend,pmax_spend,apple_news_spend,demandgen_spend,fb-ig_spend,twitter_spend,youtube_spend,tiktok_spend,dsp_spend,SB_spend,SD_spend,SPA_spend,fincast_spend,bing_impression,display_impression,search_impression,dv360_impression,pmax_impression,apple_news_impression,demandgen_impression,fb-ig_impression,twitter_impression,youtube_impression,tiktok_impression,dsp_impression,SB_impression,SD_impression,SPA_impression,fincast_impression,promotion,google_search_index,amz_search_without_keywords,amazon_rev,dtc_rev,total_rev
2025-02-09,0,0,11442.98,0,16278.76,0,0,35817.87,0,4918.33,7888.34,38942.11,18819.26,315.01,226061.58,0,32902,0,92488,0,3549080,0,0,4364135,0,1532812,1066148,8566660,3137276,92131,19897427,0,0,51,755810,8939930.21,326748.08,9266678.29
2025-02-16,0,0,12923.14,0,13795.4,0,0,46384.81,0,7332.69,21179.41,43607.35,26842.75,340.96,248233.76,0,59912,0,132628,0,3483315,0,0,5501510,0,3006831,2529518,10179358,3390703,76863,19897747,0,0,55,846917,9594108.89,267342.44,9861451.33
2025-02-23,0,0,11752.41,0,11298.14,0,0,50637.41,0,6807.81,27634.25,46743.02,25842.65,269.87,227753.36,0,18666,0,100575,0,3139561,0,0,6233031,0,2035305,3225506,10145565,2897034,58866,19771643,0,0,54,796863,9846332.15,324382.25,10170714.4
2025-03-02,0,0,12465.31,0,14079.08,0,0,30169.32,0,2126.97,30276.91,35563.65,26868.08,247.45,249346.04,0,17163,0,111200,0,3441129,0,0,3512798,0,923139,4301222,7902548,2562196,70369,19472926,0,0,59,825288,10174640.17,322469.79,10497109.96
2025-03-09,0,0,16359.84,0,19508.25,0,0,27158.12,0,2122.24,703.88,34482.95,18213.59,128.59,183874.32,0,28608,0,141487,0,4038820,0,0,3123009,0,1034869,38307,7140752,1629508,31437,15554317,0,0,59,804064,9409836.19,353821.23,9763657.42
2025-03-16,0,0,18468.51,0,13947.06,0,0,22415.16,0,2091.33,0,35316.25,17303.56,192.93,177555.23,0,16624,0,142324,0,3123775,0,0,2544328,0,592036,0,7105237,2312935,38700,16926783,0,0,55,796709,9381282.94,322112.18,9703395.12
2025-03-23,0,0,16276.63,0,14000.81,0,0,37715.56,0,3850.22,0,45317.7,21082.78,439.64,212396.05,0,14843,0,135681,0,3185584,0,0,4340236,0,1114199,0,8283016,2656123,45825,18805903,0,0,56,885855,11119695.16,408535.84,11528231
2025-03-30,0,0,11801.53,0,11903.76,0,0,54638.86,0,544.52,8736.64,25605.85,14176.05,88.09,157278.47,0,19247,0,87977,0,2782121,0,0,29455816,0,234426,1411864,6084034,1926963,22960,15786440,0,0,51,839207,9226509.6,293117.98,9519627.58
2025-04-06,0,0,10974.13,0,10674.16,0,0,77928.33,0,0,26107.86,21575.68,11430.28,65.8,105285.64,0,23341,0,91668,0,2220400,0,0,14946296,0,0,5097786,5753234,1524342,9463,11844746,0,0,49,827609,8531609.51,239971.6,8771581.11
2025-04-13,0,0,9801.84,0,11716.43,0,0,72838.73,0,1442.51,14492.72,23475.79,11201.44,0,126083.28,0,20946,0,83225,0,2710996,0,0,8278138,0,183221,3479154,4794773,1860840,0,12354327,0,0,48,784931,8240924.88,305421.24,8546346.12
2025-04-20,0,0,9212.85,0,10909.75,0,0,30443.56,0,4731.83,0,23146.97,11953.24,0,146738.92,0,5613,0,70273,0,2682863,0,0,3977140,0,1287206,0,4585053,2386572,0,13561081,0,0,72,787319,9068719.37,346152.42,9414871.79
2025-04-27,0,0,8879.86,0,9253.04,0,0,35312.51,0,6229.43,0,23612.42,10712.62,0,144984.16,0,0,0,66127,0,2423261,0,0,4770317,0,1746862,0,6112649,2455815,0,15055126,0,0,84,813008,9503233.33,362122.69,9865356.02
2025-05-04,0,0,9068.35,0,9389.36,0,0,35574.59,0,6538.5,423.61,79508.34,11616.63,570.49,170199.95,0,0,0,64166,0,2364574,0,0,4919031,0,1840111,85346,7704301,2562134,193109,16161916,0,0,78,814410,10070082.98,324778.02,10394861
2025-05-11,0,0,10570.49,0,11249.02,0,0,31718.05,0,6420.91,543.88,116796.01,11861.34,470,199970.18,0,0,0,67778,0,2537692,0,0,4399956,0,2203052,199233,9359422,2096148,122016,19976919,0,0,67,816878,10124434.25,346314.68,10470748.93
2025-05-18,0,0,11757.09,0,14753.08,0,0,49005.64,0,12936.66,279.98,103817.98,12064.75,1343.86,215269.61,0,0,0,86828,0,3203992,0,0,6118950,0,2934693,120904,9488545,2160593,282904,21338879,0,0,64,833190,10020059.06,335437.75,10355496.81
2025-05-25,0,0,8830.95,0,12217.12,0,0,41730.43,0,11293.74,239.84,84028.35,11033.49,1752.96,186273.46,0,0,0,63696,0,2921468,0,0,5457249,0,2144625,110742,9058546,2007168,375485,17480263,0,0,68,885084,9769358.86,373265.54,10142624.4
